2020-07-28 23:59:59,"Vai morrer muito petista, psolistas,e outros esquerdas , será uma segunda onda, se essa turma continuar nessa toada. Bolsonaro é a favor, sou contra. Se Bolsonaro falar que ""merda"" não cura covid ,vai faltar merda, os esquerdas vao roubar tudo."
2020-07-28 23:59:59,"Chiew from @daythree_co says we've already nailed what work looks like during COVID-19. We have become remote recruitment experts. 

But, what comes next? Here's what he had to say during our last Panel Discussion. 

https://youtu.be/mIQwHtHvz00 "
2020-07-28 23:59:59,"Veo a muchos estar celebrando hoy 28 y en familiares que no viven en la misma casa, ya ps.. si saben como se contagio el covid verdad?? Por una reu familiar ahi empezo too!! Ya ps no sean.."
2020-07-28 23:59:59,"The CDC, Centers for Disease CONTROL and PREVENTION.  The ENTIRE reason they exist is to control things like COVID. Over the years we have spent Trillions.  Wow, what a waste of taxpayer money.  To then have a President, that does not allow them to act."
2020-07-28 23:59:59,Twitter removes President Donald Trump's post touting a false 'cure' for COVID-19 https://www.usatoday.com/story/news/politics/2020/07/28/twitter-removes-donald-trump-post-touting-false-cure-covid-19/5525358002/ … via @USATODAY
2020-07-28 23:59:59,Focus on COVID-19 !
2020-07-28 23:59:59,78% of COVID-19 patients show signs of heart damage after recovery https://www.cardiovascularbusiness.com/topics/cardiovascular-imaging/78-covid-19-patients-heart-damage-recovery …
2020-07-28 23:59:58,"Connecticut COVID Cases Increase To 49,077 Deaths To 4,423 - Connecticut (2019-nCoV) - Recombinomics Inc. Connecticut COVID Cases Increase To  49,077 Deaths To 4,423 https://recombinomics.co/topic/11956-connecticut-covid-cases-increase-to-49077-deaths-to-4423/?do=findComment&comment=25551 …"
2020-07-28 23:59:58,"Do you have numbers on this? Any proof? Just because you can come up with possible consequences doesn’t mean they’re actually happening. There could be more suicides or surgery complications, but that doesn’t mean they automatically outnumber COVID deaths (bc they don’t)"
2020-07-28 23:59:58,@JoyAnnReid Someone needs to look into who bought Kodak stock prior to Trump announcing he was throwing hundreds of millions of dollars to a former camera co.  to fight COVID @washingtonpost @nytimes @maddow @allinwithchris
2020-07-28 23:59:58,E o dono do covid.
2020-07-28 23:59:58,"I'm insulted! I'm going to write a 50 page rambling Letter To The Editor to The Acorn on why 5G is causing birds to fall out of the sky, COVID is fake, and how brew pubs on TO blvd are the result of the devil influencing the TO City Council, and it's all Kyle's fault."
2020-07-28 23:59:58,So would TLH and I know for sure they have covid ICU beds available. Makes no sense.
2020-07-28 23:59:57,"Watching Fox ""News""
Getting a Root Canal
Watching ThunderCats Roar
Cleaning the bathrooms at Grand Central Station...WITH YOUR TONGUE
COVID-19
#MoscowMitch
The song ""Indian Love Song"""
2020-07-28 23:59:57,"Using recent graduates and overseas trained nurses doesn't seem like a great idea. No wonder Andrews calling in local and Northern Hospital nurses. 
Aspen Medical brought into St Basil's to stem COVID outbreak https://www.abc.net.au/radionational/programs/breakfast/aspen-brought-into-st-basils-to-stem-covid-outbreak/12501458 …"
2020-07-28 23:59:57,@JoyAnnReid is discussing Mitch McConnell's vs the Democrats' COVID relief efforts now on #TheReidOut.  Evidently Mitch wants to cut unemployment checks by 2/3!  I swear I think McConnell's hatred of Democrats trumps his concern for human life.https://twitter.com/WonderfulwomanK/status/1288240588626821123 …
2020-07-28 23:59:57,"Watch live: Health Minister Steven Miles is set to address media to provide updates on the state’s COVID-19 cases, after a staff member at a Logan school tested positive https://www.couriermail.com.au/coronavirus/coronavirus-qld-health-minister-steven-miles-addresses-new-covid-case/news-story/e0754d042527298d46c588b2f769801d …"
2020-07-30 23:59:59,Roadmap to Returning to Your Office Post-COVID-19 #CRE #COVID-19 #NewNormal #Office #RoadMaphttps://hubs.ly/H0t33f60 
2020-07-30 23:59:59,Shrek had it right living out there in the swamps away from everybody. A lesson for covid times
2020-07-30 23:59:59,children under 10 are far less likely to spread covid-19
2020-07-30 23:59:59,"galera, segue resumo do novo decreto da prefeitura de uruguaiana com as medidas de enfrentamento à covid: pic.twitter.com/vN1O6IIiOA"
2020-07-30 23:59:59,"Mentira no tuvo el COVID. Solo lo hizo para no aparecer cuando todo estaba de color de hormiga. Esa es su táctica. El JOH se esconde del foco público cuando se cuestiona su gobierno. Luego aparece como@si nada, haciéndose el menso."
2020-07-30 23:59:58,"Me acaba de hablar una amiga de La Plata q su hermano médico dio positivo para COVID.
Un bajón!"
2020-07-30 23:59:58,There should be extra extra points if they die from covid as a non believer
2020-07-30 23:59:58,"Our schools have been back 2 days and I’ve been informed that teachers were given spray that is known to be ineffective to Covid, classrooms & buses not cleaned due to lack of custodial staff & freshmen being quarantined following orientation last Friday 🤬"
2020-07-30 23:59:58,"I voted no because they're uncomfortable things and I am not happy wearing one. If it became a public health order I would, but I still wouldn't be happy. Additionally, I am not convinced that they're particularly useful in keeping this disease out of our respiratory systems."
2020-07-30 23:59:57,"I'm currently taking care of business affairs for deceased. I was able to endure Covid, but others were elderly. Please take this virus seriously."
2020-07-30 23:59:57,"a loucura de pensar q quando eu tava com o covid e o tratamento tivesse sido com cloroquina eu nunca teria curado e voltado ao ""normal"""
2020-07-30 23:59:57,#IrzaVivo Informe diario sobre coronavirus COVID-19. jueves 30 de julio de 2020. https://www.pscp.tv/w/cfIE_TFYSmprdkRZd1JlS0x8MWRqR1hvWExMUFhLWp-QcZIv9lSVtd0y7R9juJvT0aqe5E4S9-o7pdCr2U16 …
2020-07-30 23:59:57,"Here's the late Herman Cain pictured with the person who killed him - just the same as if he'd placed a gun to his temple and pulled the trigger!  Let this be a message to all of Trump's in denial, non-mask-wearing numbskulls.  COVID-19 doesn't care who you are!!  It's out there! pic.twitter.com/SnpPIA0z7T"
2020-07-30 23:59:57,"Just received a negative COVID-19 result - of course, because NZ is doing so well, but just a reminder that it’s still a good idea to get tested if you have symptoms similar to COVID-19 just in case we have silent community transmission. It’s only uncomfortable for a moment"
2020-07-30 23:59:57,Se nos va el covid https://twitter.com/Venus_drk/status/1288986236934332423 …
2020-07-30 23:59:57,"Cancel this August 28th March in Washington DC!  Black people are dying from Covid-19! This virus has robbed us of at least 50,000 thousands Democratic votes thus far!  Our nation is counting on us to VOTE  on November 3rd!  We must protect ourselves and live to VOTE!"
2020-07-30 23:59:56,What Back to School Might Look Like in the Age of Covid-19  https://twitter.com/i/events/1288909775368081416 …
2020-07-30 23:59:56,My uncle's mom told me on Facebook today she's read more than me when it comes to Covid. Y'all ... I'm an MPH and I'm working in research around Covid rn 😂😂
2020-07-30 23:59:56,"No dude. With the reinfection rate, and us heading into Fall and cooler weather, its when. Not if. We all get covid."
2020-07-27 23:59:59,BC and AC now mean Before Covid-19 and After Covid-19 (hopefully)
2020-07-27 23:59:59,Este covid y este pais va a hacer q me pegue un tiro
2020-07-27 23:59:59,So there would be Covid instead of dysentery that would kill u.
2020-07-27 23:59:59,"QUE NO CUNDA EL PÁNICO

""El brote de COVID-19 en @Marlins no es un escenario de 'pesadilla'"", señaló el Comisionado de #MLB, Rob Manfred.

#LaCasaDelReypic.twitter.com/L2hakbkmsP"
2020-07-27 23:59:59,"wtf me pasa en la mente ns si leiste em otro tweet pero perdoname son la 2 de la mañana, quería decir que todo corre en la cuenta del covid que no te preocupes"
2020-07-27 23:59:59,"The COVID-19 crisis has greatly affected our economy. Startups and businesses must learn to adapt to emerging trends in the venture capital investment landscape.

Follow us on twitter @KeepthelightO for more updates.https://hubs.ly/H0s_blt0 "
2020-07-27 23:59:59,"I once read baking instructions about how you shouldn't open the oven too much to check on how things are because it allows heat to escape, slows the baking process, and doesn't let things cook properly.

Same principle applies to COVID and reopening too early. Half-baked idea."
2020-07-27 23:59:58,If your dream is not getting Covid then yes it’s more probable
2020-07-27 23:59:58,Guess I have to get a COVID in 3 weeks.
2020-07-27 23:59:58,"Não era da esquerda a tag ""Força Covid""? Então, cada um atrai o que pensa."
2020-07-27 23:59:58,You realize he doesn't have say in a lot of what a state does. For covid. He can't say they have to do this or that. The deaths in every state is the states responsibly.
2020-07-27 23:59:58,Hey @MrWebstersClass : Covid art and music @MusiikkiCafe #RetiredLife Be Well !!!pic.twitter.com/acqQZloEG6
2020-07-27 23:59:58,@realDonaldTrump please get rid of Fauci and hire this amazing doctor to lead the cure of Covid! https://twitter.com/fleccas/status/1287846643417657344 …
2020-07-27 23:59:58,19 year died of Covid and she suffered from asthma. 🥺🥺 my condolences to her family and loved ones.
2020-07-27 23:59:58,"Pardon?
Di belahan dunia lain pernah test covid (Rapid test) domba. Dan mereka juga reaktif. Tp pada kenyataannya negative 😂"
2020-07-27 23:59:58,Wow that’s where all the money is going to people that take advantage when honest people like myself who’s lost my job due to covid and struggling to pay bills.
2020-07-27 23:59:57,My wonderful much loved mother in law died last year in her nineties and we miss her terribly. What a tragedy for us all if she'd died 10 years earlier. Every needless death is a tragedy. Wouldn't want anyone who doesn't get that in my life. #covid #auspol
2020-07-27 23:59:57,"These brave doctors just said ... HCQ and Zinc is the COVID-19 Cure!!!  ... 1) HCQ - 200mg, twice per  week ... 2) Zinc - Daily!!! ...  That’s it, clear and simply truth!!! 🙏🙌🤭👏👏👏👏👏👏👏 https://twitter.com/x22report/status/1287834119263719424 …"
2020-07-27 23:59:57,Damn off and go to look for 5pm and 7pm games but nada. Covid cancelling everything smh
2020-07-31 23:59:59,"Que difícil de entender... Si no usamos correctamente los equipos de biosegiridad, los perjudicados seran nuestros seres queridos... #DistanciamientoSocial #Covid_19 #LavateLasManos #SolidaridadYUnionpic.twitter.com/bwGRUwqJHK"
2020-07-31 23:59:59,Fernández prorroga quarentena na Argentina e diz que covid-19 'não é apenas outra gripe'  https://operamundi.uol.com.br/permalink/66004?v=1.3&l=66004 …
2020-07-31 23:59:59,"#LoÚltimo l La mortalidad del municipio de #Tlayacapan es la más elevada.😰
#Covid-19
https://www.elsoldecuautla.com.mx/local/aumentan-las-muertes-por-covid-19-en-tlayacapan-5567332.html …"
2020-07-31 23:59:58,"Want to order a pizza, but you're trying to lose weight and not sure if you want to risk catching Covid from the driver or the people making it.

Hmm.... vegan dinner it is tonight!  (No I'm not a vegan, it's just potatoes and veggies with some butter.)"
2020-07-31 23:59:58,"All Trump republicans hate science bc they hate what they can’t understand. Same reason they can’t stand LGBTQ, BIPOC, Covid/ masks etc. 
#TrumpHatesSciencehttps://twitter.com/reallyamerican1/status/1288976480408657920 …"
2020-07-31 23:59:58,"Y cuantos muertos por Covid en las mansiones entre Chia y Cajica, donde vives?"
2020-07-31 23:59:57,Eso es así no quiero ir a barberías y que me peguen Covid-19
2020-07-31 23:59:57,"THEIR IMAMS Ought to be pressing the point to their ‘flock’ how BAME & BLM, ie non-whites are MOST at risk of catching COVID-19  so shouldn’t be going out doors,even. ARE THEY  (the Mosque leaders)  also rioting  & brawling too ? https://twitter.com/boblister_poole/status/1289304716606832640 …"
2020-07-31 23:59:57,"Nobody is dying. COVID-19 has done enough already! It's just a game...........take chill pill and live s'ogbo? 

Meanwhile, I SAID WHAT I SAID!!😜😜😛😛😛😛😛😛😛😛 pic.twitter.com/VebDa4RghP"
2020-07-31 23:59:57,cuantas cosas nunca hubieran pasado si no hubiese llegado el Covid y todo esto de cuarentena🥳🖕🏼🖕🏼🖕🏼
2020-07-31 23:59:57,"Another puny crowd greets Donald Trump, this time in central Florida- KILLER COVID TRUMP! https://flip.it/GaVcw3 "
2020-07-31 23:59:57,"""Kayo nakaka alis tas ako di pwede?""

 Ahm bitch? ikaw lang alis ng alis dito. kung mamalasin ka pa ikaw pa makakadala ng Covid dito :) wag kang boba okay?"
2020-07-31 23:59:57,Haha thats whats going on with this Covid 19 fall-owers...
2020-07-31 23:59:56,That is a little different than housing covid patients in nursing homes! They weren’t allowed any visitors and died alone- they were murdered!
2020-07-31 23:59:56,"Please release your data on those same things. Just focus on the suicides. People keep calling bullshit on Covid numbers, bringing up suicide as a counter but don’t have those numbers either. Fight facts with facts or stfu."
2020-07-31 23:59:55,Pure EVIL!!!! #GOPGenocide #CrimesAgainstHumanity #TrumpCrimeFamilyForPrison #KushnerIsAMurderer //  Kushner scrapped his own COVID testing plan to make blue states suffer http://jd.fo/PlKg  via @jdforward
2020-07-31 23:59:55,The COVID shit is the pits. Can’t even go and see my grandmother get buried. 😭😢😭 Can’t even sing her favorite song on her burial day for her. Sigh!
2020-07-31 23:59:55,"Onto your next dumb reply, stop shifting blame. You're acting like every dumb American who didn't care about covid is related to ""#Qtards or #MAGAts "", so every college student who didn't care and went on spring break vacations ever is Q? Damn that's some real misinformation"
2020-07-31 23:59:55,"mañana cuando todos tomen ruda se elimina el covid de acá, y seremos potencia mundial"
2020-07-31 23:59:54,"Younger, healthy folks please step up. Get trained now. Especially if you had CoVid and have recovered.  Many states are trying to limit polling places so we need to step up and offer. Many folks are being forced to move around with evictions and may need to vote in person."
